Copyright Central Council of Church Bell Ringers, December 2011
Surprise Minor methods

No.	Name	Notation	hl	le	lh	Tower bells	Place	Handbells	RW ref
4323	Advent Sunday	-36-1456-56-1236-14-	16	12	f				80/13
4324	Sundew	-36-1456-56-1236-14-	16	16	l				83/565
4325	Boeing	-36-1456-56-1236-14-	36	12	154632				82/1038
4326	Pitcher Plant	-36-1456-56-1236-14-	36	16	165243				83/690
4327	High Halden	-36-1456-56-1236-14-	56	12	b	2011-04-20	Sutton-on-Hull		79/758
4328	Triffid	-36-1456-56-1236-14-	56	16	g				83/431
4329	Saskia	-36-1456-56-1236-34-	16	16	152364				
4330	Beedon	-36-1456-56-1236-34-	36	12	e				71/1019
4331	Rushford	-36-1456-56-1236-34-	36	16	h				71/1019
4332	Waterloo	-36-1456-56-1236-34-	56	12	165324				67/900
4333	Nether Heyford	-36-1456-56-1236.14-12.	56	12	b				03/1142
4334	West Haddon	-36-1456-56-1236.14-12.	56	16	g				07/243
4335	Braunston	-36-1456-56-1236.14-34.	56	12	b				03/1142
4336	Braunston-in-Rutland	-36-1456-56-1236.14-34.	56	16	g				05/1131
4337	Crescent	-36-1456-56-36-12-	16	16	m				96/939
4338	Habblesthorpe	-36-1456-56-36-12-	36	16	146532				69/594
4339	Wandsworth	-36-1456-56-36-12-	56	12	165324				67/900
4340	Abbots Leigh	-36-1456-56-36-14-	16	12	136245	1998-07-12	Froxfield		82/557 98/746
4341	Betjeman	-36-1456-56-36-14-	56	16	134625				84/572
4342	Childswickham	-36-1456-56-36-34-	16	12	142563				82/1088
4343	Winfarthing	-36-1456-56-36-34-	36	12	e				71/1019
4344	Scottow	-36-1456-56-36-34-	36	16	h				71/1019
4345	Brixton	-36-1456-56-36-34-	56	12	165324				67/900
4346	Gonalston	-36-1456-56-36.12-12.	36	16	146532				69/594
4347	Pentonville	-36-1456-56-36.12-12.	56	12	165324				67/900
4348	Eminent Nick Lawrence	-36-1456-56-36.12-14.	56	12	b	1981-01-12	Thruxton		81/125
4349	Holloway	-36-1456-56-36.12-34.	56	12	165324				67/900
4350	Goodnestone	-36-1456-56-36.14-12.	36	12	142563				87/1089 88/112
4351	Fair Isle	-36-1456-56-36.14-12.	56	16	134625				04/974
4352	West Monkton	-36-1456-56-36.14-14.	56	12	165324				82/432
4353	Isle of Noss	-36-1456-56-36.14-34.	56	16	134625				04/974
4354	Golden Wheel	-36-1456.12.1256.56.1236-14-	56	12	136245				11/993
4355	Cabbage City	-36-1456.56.1256.12.1236-14-	56	12	136245				10/198
4356	Hudson	-36.34.1456-1256-1236.34.14-	56	12	b				04/201
4357	Multi Media	-56-14-12-1236-12-	16	14	162534				97/881
4358	Ravenshead	-56-14-12-1236-12-	36	12	f				69/370
4359	Saundby	-56-14-12-1236-12-	36	16	l				69/993
4360	Everton	-56-14-12-1236-12-	56	12	142563				69/370
4361	Cornish Knockers	-56-14-12-1236-14-	16	16	146532				01/1026
4362	Cuckoo	-56-14-12-1236-14-	36	12	165324				83/146
4363	Easter Day	-56-14-12-1236-14-	56	12	a				75/412
4364	Ranworth	-56-14-12-1236-34-	36	16	134625				71/1019
4365	Laxton	-56-14-12-1236-34-	56	12	142563				69/370
4366	Derby Lonsdale	-56-14-12-1236-34-	56	14	154263				94/295
4367	Stondon	-56-14-12-36-12-	16	12	154632				83/629
4368	Omdurman	-56-14-12-36-12-	16	16	165243				65/531
4369	Mansfield Woodhouse	-56-14-12-36-12-	36	12	f				69/370
4370	Costock	-56-14-12-36-12-	36	16	l				69/993
4371	Collingham	-56-14-12-36-12-	56	12	142563				69/370
4372	Netherstowe School	-56-14-12-36-12-	56	14	154263				94/515 742
4373	Flanders	-56-14-12-36-14-	16	12	136245				80/1057
4374	Bernard	-56-14-12-36-14-	36	12	b				71/571
4375	Taylor	-56-14-12-36-14-	36	16	g	1972-04-06	Shaw		71/571 72/362
4376	St Edmund Hall	-56-14-12-36-14-	56	14	145362				94/331
4377	Princess of Wales	-56-14-12-36-34-	16	16	m	1997-09-07	Sutton Coldfield		82/608 97/977
4378	Methwold	-56-14-12-36-34-	36	16	134625				71/1019
4379	Cotgrave	-56-14-12-36-34-	56	12	142563				69/370
4380	Friary School	-56-14-12-36-34-	56	14	154263				94/295
4381	Misson	-56-14-12-36.12-12.	36	12	f				69/370
4382	Beckingham	-56-14-12-36.12-12.	36	16	l				69/993
4383	Cuckney	-56-14-12-36.12-12.	56	12	142563				69/370
4384	White Roding	-56-14-12-36.12-14.	56	12	a				86/651
4385	Edwinstowe	-56-14-12-36.12-34.	56	12	142563				69/370
4386	Boxmoor	-56-14-12-36.14-12.	36	16	m				95/326
4387	Venta Silurum	-56-14-12-36.14-12.	56	14	145362				99/199
4388	Tushingham	-56-14-12-36.14-14.	36	12	e				83/286
4389	Llangatwg	-56-14-12-36.14-14.	36	16	h	1999-07-12	Cadoxton		99/756 00/202
4390	Isca Dumnoniorum	-56-14-12-36.14-14.	56	12	142563				81/35
4391	Isadora Duncan	-56-14-12-36.14-14.	56	14	154263				99/174
4392	Clipsham	-56-14-12-36.14-34.	16	12	e	1981-01-02	Navenby		81/35 147
4393	The Great Gardini	-56-14-12-36.14-34.	16	16	h				04/1140
4394	Isca Silurum	-56-14-12-36.14-34.	56	14	145362				99/197
4395	Beinn Bhan	-56-14-1256-1236-12-	56	12	f				05/431
4396	Yester Castle	-56-14-1256-1236-14-	56	12	136245				05/431
4397	Lugnaquillia	-56-14-1256-1236-34-	56	12	f				05/431
4398	Loch Yucal	-56-14-1256-36-12-	56	12	f				05/431
4399	Aran Fawddwy	-56-14-1256-36-14-	56	14	146325				05/432
4400	Bidean nam Bian	-56-14-1256-36-34-	56	12	f				05/431
4401	Beinn Nibheis	-56-14-1256-36.12-12.	56	12	f				05/431
4402	Carrauntoohil	-56-14-1256-36.12-14.	56	12	136245				05/431
4403	Sgurr Alasdair	-56-14-1256-36.12-34.	56	12	f				05/431
4404	Beinn Mhor	-56-14-1256-36.14-12.	56	14	146325				05/431
4405	Creach Bheinn	-56-14-1256-36.14-14.	56	12	f				05/432
4406	Carnedd Llewelyn	-56-14-1256-36.14-34.	56	14	146325				05/432
4407	Goostrey	-56-14-56-1236-12-	16	12	e	1993-07-17	South Newton		84/425 93/808
4408	Wilmington	-56-14-56-1236-12-	16	16	h				99/661
4409	West Markham	-56-14-56-1236-12-	36	12	142563				69/594
4410	Columbia	-56-14-56-1236-12-	56	12	f				69/771
4411	Elkesley	-56-14-56-1236-12-	56	16	l				69/993
4412	Sheering	-56-14-56-1236-14-	16	12	a				83/777
4413	Hedgehog	-56-14-56-1236-14-	36	12	165324				88/218
4414	Emergency	-56-14-56-1236-14-	56	14	146325				04/1169
4415	Mille	-56-14-56-1236-14-	56	16	146532				94/415
4416	Zenara	-56-14-56-1236-34-	16	16	m			1996-07-14	95/671 96/884
4417	Reepham	-56-14-56-1236-34-	36	16	134625				71/1019
4418	Snitterfield	-56-14-56-1236-34-	56	12	f				69/771
4419	Gringley	-56-14-56-1236-34-	56	16	l				69/993
4420	Eydon	-56-14-56-1236.12-12.	56	12	f				05/895
4421	St John the Evangelist	-56-14-56-1236.34-12.	56	12	f				04/58
4422	Werchintone	-56-14-56-1236.34-34.	56	12	f				03/1189
4423	Peter's Tree	-56-14-56-36-12-	16	16	152364	2010-12-28	Pettistree		08/1258 11/59
4424	Carburton	-56-14-56-36-12-	36	12	142563				69/594
4425	College Bob III	-56-14-56-36-12-	56	12	f				69/771
4426	Torworth	-56-14-56-36-12-	56	16	l				69/993
4427	Caston	-56-14-56-36-14-	36	12	b				83/60
4428	A Fishmonger and Judith's Hat	-56-14-56-36-14-	36	16	g				97/1222
4429	Bushley	-56-14-56-36-14-	56	12	136245				82/353
4430	Mileham	-56-14-56-36-34-	36	16	134625				71/1019
4431	Studley	-56-14-56-36-34-	56	12	f	1972-12-16	Halsall		69/771 73/70
4432	Great Amwell	-56-14-56-36-34-	56	14	164235				10/969
4433	Cossall	-56-14-56-36-34-	56	16	l				69/993
4434	West Drayton	-56-14-56-36.12-12.	36	12	142563				69/594
4435	Eagle	-56-14-56-36.12-12.	56	12	f				69/771
4436	Mattersey	-56-14-56-36.12-12.	56	16	l				69/993
4437	Soay	-56-14-56-36.12-14.	56	14	146325				04/1190
4438	Thomas Crapper	-56-14-56-36.12-34.	16	16	m				10/1065
4439	Stoneleigh	-56-14-56-36.12-34.	56	12	f				69/771
4440	Grassthorpe	-56-14-56-36.12-34.	56	16	l	1991-06-08	Tackley		69/993 91/625
4441	Northbourne	-56-14-56-36.14-12.	56	12	136245				88/266 292
4442	Claremont	-56-14-56-36.14-14.	56	12	f	1992-06-01	Claremont, WA		92/660 736
4443	Twinkie	-56-14-56-36.14-14.	56	16	l	1987-11-08	Preston Candover		85/130 88/22
4444	Battle of Hastings	-56-14-56-36.14-34.	56	12	136245				04/1169
4445	Witefelle	-56-14-56-36.34-12.	56	12	f				04/58
4446	Buccleuch	-56-14-56-36.34-34.	56	12	f				03/1189
4447	Sunniside	-56-14.56-12.1236-12-	36	12	142563				85/11
4448	Swalwell	-56-14.56-12.1236-12-	56	12	f				85/11
4449	Hamsterley	-56-14.56-12.1236-12-	56	16	l				85/11
4450	Rowlands Gill	-56-14.56-12.1236-34-	56	12	f				85/11
4451	Marley Hill	-56-14.56-12.1236-34-	56	16	l				85/11
4452	Wappenham	-56-14.56-12.1236.12-34.	56	12	f	2002-10-05	Wappenham		02/1090
4453	Coity	-56-14.56-12.36-12-	16	12	e	2005-12-15	Coity		06/106
4454	Horton	-56-14.56-12.36-12-	16	16	h	1980-08-30	Widford (Herts)		80/881
4455	Berrynarbor	-56-14.56-12.36-12-	36	12	142563				74/777
4456	Hartnell	-56-14.56-12.36-12-	36	14	154263				94/211
4457	Milton	-56-14.56-12.36-12-	56	12	f				
4458	Elton	-56-14.56-12.36-12-	56	16	l				69/993
4459	Mys Merth	-56-14.56-12.36-14-	16	12	a				02/322
4460	Menheniot	-56-14.56-12.36-14-	36	12	165324				96/1019
4461	Hirta	-56-14.56-12.36-14-	56	14	146325				04/1258
4462	Bratislava	-56-14.56-12.36-34-	16	16	m				08/522
4463	Mundford	-56-14.56-12.36-34-	36	16	134625				71/1019
4464	Ketteringham	-56-14.56-12.36-34-	56	12	f				71/666
4465	Rainworth	-56-14.56-12.36-34-	56	16	l				69/993
4466	Arlington	-56-14.56-12.36.12-12.	36	12	142563				74/777
4467	Litcham	-56-14.56-12.36.12-12.	56	12	f				71/666
4468	Fledborough	-56-14.56-12.36.12-12.	56	16	l				69/993
4469	Chilcompton	-56-14.56-12.36.12-14.	56	12	136245	1991-12-29	Chilcompton, St John		91/819 92/105
4470	Matthew	-56-14.56-12.36.12-34.	56	12	f				72/322
4471	Moorhouse	-56-14.56-12.36.12-34.	56	16	l				69/1014
4472	Dun	-56-14.56-12.36.14-12.	56	14	146325				04/1258
4473	Rodmersham	-56-14.56-12.36.14-12.	56	16	146532	1993-11-14	Rodmersham		93/1216 1238 94/143
4474	Mys Ebrel	-56-14.56-12.36.14-14.	36	12	154632				02/499
4475	South Harting	-56-14.56-12.36.14-14.	36	16	165243				11/944
4476	Northumbria	-56-14.56-12.36.14-14.	56	12	f				91/734
4477	Mys Me	-56-14.56-12.36.14-34.	16	12	154632				02/749
4478	Boreray	-56-14.56-12.36.14-34.	56	14	146325				04/1258
4479	Randall-Clarke	-56-1456-12-1236-12-	16	16	152364				98/1245
4480	Ossington	-56-1456-12-1236-12-	36	12	142563	1986-07-20	Ossington		69/370 86/803
4481	Kilvington	-56-1456-12-1236-12-	56	12	f	1993-02-20	Wickwar		69/370 93/299
4482	Treswell	-56-1456-12-1236-12-	56	16	l				69/993
4483	Baston	-56-1456-12-1236-12.1234.	56	12	f	2002-03-04	Baston		02/293
4484	Westwood	-56-1456-12-1236-14-	36	12	b				82/827
4485	Farmborough	-56-1456-12-1236-14-	36	16	g				82/866
4486	Badby Tents	-56-1456-12-1236-14-	56	12	136245				85/960
4487	Great Easton	-56-1456-12-1236-34-	36	16	134625				96/356
4488	North Wheatley	-56-1456-12-1236-34-	56	12	f	1993-12-18	North Wheatley		69/370 94/61
4489	Stokeham	-56-1456-12-1236-34-	56	16	l				69/993
4490	X-ton	-56-1456-12-1236-34.1234.	56	12	f	2002-02-16	Exton (Rutland)		02/241
4491	St George's Cathedral	-56-1456-12-1236.12-12.	56	12	f				05/607
4492	Greatford	-56-1456-12-1236.34-12.	56	12	f				03/1045
4493	Lincs	-56-1456-12-1236.34-34.	56	12	f				03/1045
4494	Pillaton	-56-1456-12-36-12-	16	12	e				84/700
4495	Mys Genver	-56-1456-12-36-12-	16	16	h				02/146
4496	Nuthall	-56-1456-12-36-12-	36	12	142563				69/370
4497	Selston	-56-1456-12-36-12-	56	12	f				69/370
4498	Cottam	-56-1456-12-36-12-	56	16	l				69/993
4499	Rippingale	-56-1456-12-36-12.1234.	56	12	f	2002-05-13	Rippingale		02/548
4500	Acton-by-Nantwich	-56-1456-12-36-14-	16	12	a				83/331
4501	St Mellion	-56-1456-12-36-14-	36	12	165324	1984-06-08	St Mellion		83/712 84/645
4502	Happy Birthday Sheila	-56-1456-12-36-14-	56	14	146325				04/857
4503	Fourteen Forty	-56-1456-12-36-14-	56	16	146532				93/551
4504	Towednak	-56-1456-12-36-34-	16	16	m				95/671
4505	Necton	-56-1456-12-36-34-	36	16	134625				71/1019
4506	Shireoaks	-56-1456-12-36-34-	56	12	f				69/370
4507	Leverton	-56-1456-12-36-34-	56	16	l				69/993
4508	Harrington	-56-1456-12-36-34.1234.	56	12	f				06/178
4509	Alverton	-56-1456-12-36.12-12.	36	12	142563				69/370 565
4510	Stapleford	-56-1456-12-36.12-12.	56	12	f	1988-01-16	Stapleford (Cambs)		69/370 88/283
4511	Bramcote	-56-1456-12-36.12-12.	56	16	l				69/993
4512	Mys Whevrer	-56-1456-12-36.12-14.	56	12	136245				02/277
4513	Sturton-le-Steeple	-56-1456-12-36.12-34.	56	12	f				69/370
4514	Scaftworth	-56-1456-12-36.12-34.	56	16	l				69/993
4515	Lord Nelson	-56-1456-12-36.12.1234.34.	56	12	f				05/1135
4516	Needham Market	-56-1456-12-36.14-12.	56	14	146325				04/856
4517	Madras	-56-1456-12-36.14-12.	56	16	146532				04/857
4518	Linkinhorne	-56-1456-12-36.14-14.	36	12	154632				85/52
4519	Holmes Chapel	-56-1456-12-36.14-14.	56	12	f				83/456
4520	Bath University	-56-1456-12-36.14-14.	56	16	l				11/317
4521	St Dominic	-56-1456-12-36.14-34.	16	12	154632				85/52
4522	Marguerite	-56-1456-12-36.14-34.	16	16	165243				
4523	Elmswell	-56-1456-12-36.14-34.	56	14	146325				04/857
4524	Bengal	-56-1456-12-36.14-34.	56	16	146532				04/857
4525	Spretone	-56-1456-12-36.34-12.	56	12	f				05/1038
4526	Pattishall	-56-1456-12-36.34-34.	56	12	f	2001-12-07	Pattishall		02/9
4527	Goat Fell	-56-1456-1256-1236-12-	56	12	142563				05/431
4528	Askival	-56-1456-1256-1236-14-	56	12	a				05/431
4529	Gaor Bheinn	-56-1456-1256-1236-34-	56	12	142563				05/431
4530	Sgurr na Lapaich	-56-1456-1256-36-12-	56	12	142563				05/431
4531	Sgorr Dhearg	-56-1456-1256-36-14-	56	14	145362				05/432
4532	An Cliseam	-56-1456-1256-36-34-	56	12	142563				05/431
4533	Sgurr na Ciche	-56-1456-1256-36.12-12.	56	12	142563				05/431
4534	Beinn an Oir	-56-1456-1256-36.12-14.	56	12	a				05/431
4535	Croaghaun	-56-1456-1256-36.12-34.	56	12	142563				05/431
4536	Ben More Assynt	-56-1456-1256-36.14-12.	56	14	145362				05/431
4537	Snaefell	-56-1456-1256-36.14-14.	56	12	142563				05/431
4538	Carn nan Gabhar	-56-1456-1256-36.14-34.	56	14	145362				05/432
4539	Petham	-56-1456-56-1236-12-	16	12	154632	1990-01-11	Petham		90/226
4540	Scotter	-56-1456-56-1236-12-	16	16	165243				91/918
4541	Honingham	-56-1456-56-1236-12-	36	12	f				71/666
4542	Hayton	-56-1456-56-1236-12-	36	16	l				69/993
4543	Stanton-on-the-Wolds	-56-1456-56-1236-12-	56	12	142563	1986-07-21	Barrowby		69/594 86/803
4544	Landulph	-56-1456-56-1236-14-	16	12	136245				84/700
4545	Dumbleton	-56-1456-56-1236-14-	36	12	b				82/969
4546	Lobelia Dortmanna	-56-1456-56-1236-14-	36	16	g				85/464 615
4547	Arran	-56-1456-56-1236-14-	56	14	145362				04/1169
4548	Cambron	-56-1456-56-1236-34-	16	16	m				95/322
4549	Mulbarton	-56-1456-56-1236-34-	36	16	134625				71/1019
4550	Bevercotes	-56-1456-56-1236-34-	56	12	142563				69/594
4551	Heydon	-56-1456-56-36-12-	36	12	f				71/666
4552	Bagthorpe	-56-1456-56-36-12-	36	16	l				69/993
4553	Keyworth	-56-1456-56-36-12-	56	12	142563				69/594
4554	Swadlincote	-56-1456-56-36-14-	16	16	146532				97/382
4555	Lower Peover	-56-1456-56-36-14-	36	12	165324				88/378
4556	Shirwell	-56-1456-56-36-14-	56	12	a	1987-07-16	Shirwell		87/707
4557	Outwell	-56-1456-56-36-34-	36	16	134625				71/1019
4558	Plumtree	-56-1456-56-36-34-	56	12	142563				69/594
4559	Holkham	-56-1456-56-36.12-12.	36	12	f				71/666
4560	Wiseton	-56-1456-56-36.12-12.	36	16	l				69/993
4561	Normanton-on-the-Wolds	-56-1456-56-36.12-12.	56	12	142563				69/594
4562	Max	-56-1456-56-36.12-14.	36	16	m				05/900
4563	Mull	-56-1456-56-36.12-14.	56	14	145362				04/1190
4564	Owthorpe	-56-1456-56-36.12-34.	56	12	142563				69/594
4565	Nativity	-56-1456-56-36.14-12.	56	12	a				76/54
4566	Radford	-56-1456-56-36.14-14.	56	12	142563				99/558
4567	Christmas Morning	-56-1456-56-36.14-34.	56	12	a				76/54
4568	Monxton	-56-1456.12-12.1236-12-	56	12	f				07/85
4569	Caldecott	-56-1456.12-12.1236-12.1234.	56	12	f	2002-01-04	Caldecott		02/111
4570	Lower Benefield	-56-1456.12-12.1236-34-	56	12	f				02/649
4571	Brafield-on-the-Green	-56-1456.12-12.36-14-	36	12	b	2001-11-26	Brafield-on-the-Green		01/1242
4572	Duddington	-56-1456.12-12.36-34-	56	12	f				02/649
4573	A Random Thought	-56-1456.56.1256.12.1236-12-	56	12	f				10/742
4574	Freston	34-34.14-12-1236-12-	36	12	142563				03/758
4575	Pin Mill	34-34.14-12-1236-12-	56	12	f				08/820
4576	Tattingstone	34-34.14-12-1236-34-	56	12	f				08/269
4577	Erwarton	34-34.14-12-1236-34-	56	16	l				08/945
4578	Alton Water	34-34.14-12-1236.12-12.	36	12	142563				08/1258
4579	Holbrook	34-34.14-12-36-12-	16	12	e				08/169
4580	Lower Holbrook	34-34.14-12-36-12-	16	16	h				09/110
4581	Wolverstone	34-34.14-12-36-12-	36	12	142563				03/758
4582	Bristolian	34-34.14-12-36-12-	56	12	f	1976-07-15	Laverstoke		76/697
4583	The Wicked Plan	34-34.14-12-36-12-	56	16	l				09/1145
4584	Wherstead	34-34.14-12-36-14-	16	12	a				07/862
4585	Newbourne	34-34.14-12-36-14-	36	12	165324				09/543
4586	Cattawade	34-34.14-12-36-14-	56	16	146532				09/229 256
4587	Nacton	34-34.14-12-36-34-	16	16	m				08/625
4588	Belstead	34-34.14-12-36-34-	36	16	134625				08/700
4589	Tattingstone Wonder	34-34.14-12-36-34-	56	12	f				08/501
4590	Chelmondiston	34-34.14-12-36.12-12.	36	12	142563				03/758
4591	Bucklesham	34-34.14-12-36.12-14.	56	12	136245				
4592	Trimley St Mary	34-34.14-12-36.12-34.	56	12	f				09/1222
4593	Trimley St Martin	34-34.14-12-36.12-34.	56	16	l				10/71
4594	Waldringfield	34-34.14-12-36.14-12.	36	16	m				09/689
4595	Stutton	34-34.14-12-36.14-12.	56	16	146532				08/13
4596	Mistley	34-34.14-12-36.14-14.	36	12	154632				06/500
4597	Manningtree	34-34.14-12-36.14-34.	16	12	154632				06/500
4598	Brantham	34-34.14-12-36.14-34.	56	16	146532				07/1223
4599	Shotley Gate	34-34.14.12-12.1236-12-	36	12	142563				08/1210
4600	Martlesham Heath	34-34.14.12-12.1236.12-12.	36	12	142563				09/1222
4601	Shotley	34-34.14.12-12.36-12-	36	12	142563				08/1041
4602	Tattingstone White Horse	34-34.14.12-12.36.12-12.	36	12	142563				09/37
4603	Langleybury	34-36.14-12-1236-12-	16	16	m	1960-01-20	Langleybury	1999-03-16	60/85 99/365
4604	Granby	34-36.14-12-1236-12-	36	16	134625				69/170
4605	Orsett	34-36.14-12-1236-12-	56	12	142563				62/148
4606	Twyning	34-36.14-12-1236-14-	16	12	165324				70/773
4607	Gorsethorpe	34-36.14-12-1236-14-	36	16	146532				
4608	Mersea	34-36.14-12-1236-14-	56	14	145362				04/857
4609	Strensham	34-36.14-12-1236-34-	16	12	154632				70/817
4610	Xanten	34-36.14-12-1236-34-	16	16	165243	1991-02-09	Abingdon, St Nicolas		71/637 91/261
4611	Blunsdon	34-36.14-12-1236-34-	36	12	f	1960-03-05	Broad Blunsdon	1999-10-12	60/207 99/1092
4612	Brentford	34-36.14-12-1236-34-	36	16	l	1960-07-27	Langleybury	1999-11-02	60/540 99/1166
4613	Upshire	34-36.14-12-1236-34-	56	12	142563	1990-12-13	Castle Eaton		62/148 91/62
4614	Willoughby-on-the-Wolds	34-36.14-12-36-12-	36	16	134625				69/170
4615	Bangor	34-36.14-12-36-12-	56	12	142563				55/573
4616	Northumberland	34-36.14-12-36-14-	16	12	b	1930-10-04	Lamberhurst	1998-06-07	V1/55 30/649 98/675
4617	Lindisfarne	34-36.14-12-36-14-	16	14	135642				10/195
4618	Whitley	34-36.14-12-36-14-	16	16	g	1958-08-20	Langleybury	1998-07-14	V1/55 58/573 98/800
4619	Lindley	34-36.14-12-36-14-	36	12	136245				55/573
4620	Carlisle	34-36.14-12-36-14-	56	12	a	1935-02-12	Minchinhampton	1998-05-31	35/133 98/630
4621	Old Torquay	34-36.14-12-36-34-	16	14	162534				65/798
4622	Sandiacre	34-36.14-12-36-34-	36	12	f	1958-02-08	Sandiacre	1998-06-21	V3/370 58/168 98/725
4623	Wooler	34-36.14-12-36-34-	36	16	l	1958-09-24	Langleybury	1998-07-19	58/653 98/800
4624	Grantham	34-36.14-12-36-34-	56	12	142563	1966-09-14	Barkston		55/573 66/645
4625	Gedling	34-36.14-12-36.12-12.	36	16	134625				69/170
4626	Sleaford	34-36.14-12-36.12-12.	56	12	142563				55/573
4627	Melton	34-36.14-12-36.12-14.	36	12	154632				55/573
4628	Teresa	34-36.14-12-36.12-14.	36	16	165243				76/313
4629	Osea	34-36.14-12-36.12-14.	56	14	145362				04/857
4630	Wiston	34-36.14-12-36.12-34.	16	12	154632				71/1035
4631	Jacobstow	34-36.14-12-36.12-34.	16	16	165243	1991-04-27	Waddesdon		71/282 91/520
4632	Chester-le-Street	34-36.14-12-36.12-34.	56	12	142563				55/573
4633	Munden	34-36.14-12-36.14-12.	56	12	a	1957-10-12	Little Munden	1998-07-21	V1/140 57/701 98/825
4634	Alnwick	34-36.14-12-36.14-14.	36	12	e	1958-04-09	Langleybury	1993-12-02	58/265 94/13
4635	Canterbury	34-36.14-12-36.14-14.	36	16	h	1958-06-18	Langleybury	1998-06-30	58/429 98/748
4636	Netherwood	34-36.14-12-36.14-14.	56	12	142563				55/573
4637	Newcastle	34-36.14-12-36.14-34.	16	12	e	1958-03-22	Aston Abbots	1998-08-04	BN V29/244 RW 58/216 98/825
4638	Morpeth	34-36.14-12-36.14-34.	16	16	h	1958-01-04	Ashwell (Herts)	1994-11-10	V1/366 58/54 94/1245
4639	Chester	34-36.14-12-36.14-34.	56	12	a	1950-12-16	Byfield	1998-07-07	51/5 98/777
4640	Ben Vorlich	34-36.14-1256-1236-12-	56	16	134625				05/431
4641	Loch Earn	34-36.14-1256-1236-14-	56	14	135642				05/286
4642	Carn Eighe	34-36.14-1256-1236-34-	56	16	134625				05/431
4643	Fyvie Castle	34-36.14-1256-36-12-	56	16	134625				05/286
4644	Loch Fyne	34-36.14-1256-36-14-	56	12	165324				05/286
4645	Yr Wyddfa	34-36.14-1256-36-34-	56	16	134625				05/431
4646	Sgorr Ruadh	34-36.14-1256-36.12-12.	56	16	134625				05/432
4647	Aberdour Castle	34-36.14-1256-36.12-14.	56	14	135642				05/285
4648	Mount Leinster	34-36.14-1256-36.12-34.	56	16	134625				05/432
4649	Kinloch Castle	34-36.14-1256-36.14-12.	56	12	165324				05/431
4650	Spidean a'Choire Leith	34-36.14-1256-36.14-14.	56	16	134625				05/431
4651	Loch Nevis	34-36.14-1256-36.14-34.	56	12	165324				05/380 625
4652	Ingrave	34-36.14-56-1236-12-	16	12	e				84/880
4653	Thorndon	34-36.14-56-1236-12-	16	16	h				85/944
4654	Broadstairs	34-36.14-56-1236-12-	36	12	142563				72/322
4655	Wigsley	34-36.14-56-1236-12-	56	16	134625				69/793
4656	Noak Hill	34-36.14-56-1236-14-	36	16	146532				86/905
4657	South Weald	34-36.14-56-1236-14-	56	12	165324				82/804
4658	Navestock	34-36.14-56-1236-34-	36	12	f				84/880
4659	Wealdside	34-36.14-56-1236-34-	36	16	l				84/880
4660	Thorney	34-36.14-56-1236-34-	56	16	134625				69/793
4661	Stoke Damerel	34-36.14-56-36-12-	36	12	142563				72/322
4662	Kigull	34-36.14-56-36-12-	56	16	134625				69/793
4663	St Luke	34-36.14-56-36-14-	16	12	a				78/965
4664	Rebellion	34-36.14-56-36-14-	36	12	136245				85/730
4665	Emmanuel	34-36.14-56-36-14-	56	12	b	1993-08-11	Misterton		77/81 93/928
4666	Laneham	34-36.14-56-36-14-	56	16	g				97/623
4667	Godstone	34-36.14-56-36-34-	16	12	154632				87/353
4668	Harestone	34-36.14-56-36-34-	16	16	165243				87/567
4669	Jotunheimen	34-36.14-56-36-34-	36	12	f	1993-04-30	Woodford Halse	2010-01-06	72/322 93/576 10/222
4670	Dudbrooke	34-36.14-56-36-34-	36	16	l				93/1156
4671	Hockerton	34-36.14-56-36-34-	56	16	134625				69/793
4672	Millbridge	34-36.14-56-36.12-12.	36	12	142563				72/322 77/49
4673	Perlethorpe	34-36.14-56-36.12-12.	56	16	134625				69/793
4674	Fleetwood	34-36.14-56-36.12-14.	56	12	165324				87/1071
4675	Caythorpe	34-36.14-56-36.12-34.	56	16	134625				69/793
4676	Alamein	34-36.14-56-36.14-12.	36	12	154632	1987-11-17	Binsted		87/1032 1099
4677	Tobruk	34-36.14-56-36.14-12.	36	16	165243				88/168
4678	Steep	34-36.14-56-36.14-12.	56	12	b	1979-08-25	Steep		79/764 781
4679	Froxfield	34-36.14-56-36.14-12.	56	16	g				79/738
4680	Blackmoor	34-36.14-56-36.14-14.	36	16	m				81/264
4681	Happisburgh	34-36.14-56-36.14-14.	56	16	134625				82/828
4682	Winchester	34-36.14-56-36.14-34.	16	16	m	1980-02-12	Brockenhurst		80/209
4683	Binsted	34-36.14-56-36.14-34.	56	12	b	1980-09-13	Binsted		79/764 80/882
4684	Bentley	34-36.14-56-36.14-34.	56	16	g				79/738
4685	Ullingswick	34-36.14.12-12.1236-12-	56	12	142563				09/12
4686	Cholderton	34-36.14.12-12.1236-34-	56	12	142563				09/361 575
4687	Baughurst	34-36.14.12-12.36.12-12.	56	12	142563				08/267
4688	Carsille	34-36.14.12-12.36.34-14.	56	12	a				04/163
4689	Dunham-on-Trent	34-36.14.56-12.36-12-	16	12	e				97/881
4690	Headon	34-36.14.56-12.36-12-	16	16	h				97/934
4691	Heanton Punchardon	34-36.14.56-12.36-12-	36	12	142563				74/777
4692	Eakring	34-36.14.56-12.36-12-	56	16	134625				69/793
