Copyright Central Council of Church Bell Ringers, December 2011
Surprise Major methods

No.	Name	Notation	hl	le	lh	fch	Tower bells	Place	Handbells	RW ref
6307	Lord of the Rings	-38-14-56-16-12-1458-1234-	58	12	f	BD/a	2002-01-08	Loughborough Bellfoundry		02/137
6308	Colmore	-38-14-56-16-12-1458-16-	58	12	a	B/aX	1954-04-08	Birmingham Cathedral		54/258 463
6309	Greybury	-38-14-56-16-12-1458-34-	58	12	f	B/a	1966-09-24	Edenbridge	1987-02-08	66/658 87/222
6310	Ullenwood	-38-14-56-16-12-1458-34-	58	18	l	B/a	2005-04-21	Stratton St Margaret		05/453
6311	Alwalton	-38-14-56-16-12-1458-34.12.	58	12	f	BD/a	1996-07-14	Leicester, St Mary de Castro		96/858
6312	Ruthwaite Lodge	-38-14-56-16-12-1458.36-36.	18	12	b	BE/a	1995-08-02	Barrow Gurney		95/1179
6313	Tivoli	-38-14-56-16-12-3458.12-14.	58	12	f	B/ac	1989-04-08	Bisley		89/411
6314	Worthington	-38-14-56-16-12-38-14-	38	12	b	BN/a	1969-02-21	Leicester, All Saints	1998-04-15	69/247 98/557
6315	Knockholt	-38-14-56-16-12-38-36.14.	38	12	c	BE/ab	1984-04-07	Cliffe-at-Hoo		84/387
6316	Denfield Park	-38-14-56-16-12-38.56.14.56.	38	12	b	BS/a	1995-11-25	Rushden (Northants)		95/1322
6317	Morganite	-38-14-56-16-12-58-12.36.	18	12	e	B/a	1997-09-24	Bristol, SS Philip & Jacob		97/1050
6318	East Bergholt	-38-14-56-16-12-58-1236-	78	12	d	B/a	1976-06-12	Stoke-by-Nayland		76/666
6319	Lessness	-38-14-56-16-12-58-14-	58	12	f	B/ac	1937-02-22	Erith, St John-the-Baptist	1982-12-30	37/146 83/79
6320	Foulness	-38-14-56-16-12-58-14-	58	18	l	B/ac	1966-01-03	Spalding, St Mary		66/67
6321	Yardley	-38-14-56-16-12-58-36-	78	12	d	BE/a	1955-01-15	Yardley (Warks)		55/67 252
6322	Liskeard	-38-14-56-16-12-58.14-12.	58	12	f	B/ac	1982-12-14	Meldreth		66/762 83/31
6323	Zabini	-38-14-56-16-12-58.14-1234.	58	12	f	BD/ac	2003-08-12	Loughborough Bellfoundry		03/832
6324	Ewen	-38-14-56-16-12-58.14-34.	58	12	f	B/ac	1986-01-11	Chippenham, St Paul		86/138
6325	Elcombe Hall	-38-14-56-16-12-58.14-34.	58	18	l	B/ac	1998-06-05	Stratton St Margaret		98/650 763
6326	Jervaulx Abbey	-38-14-56-16-12-58.16-14.	78	12	d	BH/ac	2006-07-19	York, St Martin-le-Grand		06/766
6327	Coleraine	-38-14-56-16-12-58.36-16.	38	12	c	BE/a	1996-10-26	Coleraine		96/1279
6328	Aurum	-38-14-56-16-12-58.36.12-	18	12	e	B/a	1988-09-07	Barrow Gurney		88/973
6329	Cheesden	-38-14-56-16-1234-1258-14-	58	12	f	BF/ac	1991-09-22	Heywood		91/1014
6330	Lubcloud	-38-14-56-16-1234-3458-14-	58	12	f	BF/ac	1990-04-28	Oaks-in-Charnwood		90/512
6331	Ingoldmells	-38-14-56-16-1234-38-16-	58	12	b	BF/a	1969-04-19	Barnes		69/390
6332	Lufkin	-38-14-56-16-14-1238-34-	38	18	m	B/ad	1998-03-21	Kirby-le-Soken		98/385
6333	Heathrow	-38-14-56-16-14-1258-14-	58	12	f	BK/ad	1980-01-01	Stansted Mountfitchet		80/164
6334	Wythemail	-38-14-56-16-14-1458-1236-	58	12	a	B/ade	1998-11-28	Rothwell (Northants)		98/1243
6335	Swineshead	-38-14-56-16-14-1458-36-	58	12	a	B/ad	1962-11-19	Swineshead (Lincs)		62/826
6336	Derwenthaugh	-38-14-56-16-14-1458-36.12.	58	12	a	B/ade	2009-07-01	Whickham		09/753
6337	Stansted Mountfitchet	-38-14-56-16-14-3458-14-	58	12	f	BK/ad	1982-04-02	Stansted Mountfitchet		82/340
6338	Bilsborrow	-38-14-56-16-14-3458-36-	18	12	b	BO/ad	1970-11-21	Quex Park		70/115 979
6339	Crick	-38-14-56-16-14-38-1256-	18	12	e	B/acd	1998-12-30	Crick		99/99
6340	Abbots Ripton	-38-14-56-16-14-38-34-	18	18	13462857		1976-04-23	Meldreth		76/416
6341	Goudhurst	-38-14-56-16-14-38-34-	38	18	m	B/ad	1939-04-27	Bushey		39/280
6342	Xystus	-38-14-56-16-14-38-36-	18	12	b	BO/ad	1969-05-31	Woolwich		69/509
6343	Englishcombe	-38-14-56-16-14-58.12-14.	58	12	f	BDK/ad	1990-03-03	Bath, St Michael with St Paul		90/324
6344	Napsbury	-38-14-56-16-14-58.14.56.14.	38	12	e	B/ade	1939-04-01	Bushey		39/215
6345	Erith	-38-14-56-16-14-58.16-16.	58	12	b	B/ad	1934-12-15	Erith, St John-the-Baptist		34/820
6346	Tockenham	-38-14-56-16-14-58.34-14.	58	12	f	BDK/ad	1986-01-01	Milton Abbey		86/140
6347	Bovey Tracey	-38-14-56-16-34-123458-14-	58	12	f	B/ac	2007-11-19	Bovey Tracey		07/1245
6348	70th Birthday	-38-14-56-16-34-1238-12-	78	12	d	B/a	2006-01-10	Marston Bigot, Pig-le-Tower		06/106
6349	Abbots Langley	-38-14-56-16-34-1238-12.36.	18	12	e	B/a	2005-10-17	Bushey		05/1132
6350	90th Birthday	-38-14-56-16-34-1238-1256-	78	12	d	B/a	2010-01-31	Clent		10/172
6351	Alloa	-38-14-56-16-34-1238-16-	58	12	b	B/a	1962-08-05	Alloa		62/597
6352	Welbourn	-38-14-56-16-34-1238-16.34.	58	12	b	BE/a	1984-03-06	Welbourn		84/300
6353	Roma	-38-14-56-16-34-1258.34-14.	58	12	f	B/ac	1973-02-02	Meldreth		73/292
6354	Frankley	-38-14-56-16-34-1458-12-	58	12	f	B/a	1954-07-19	Birmingham, Bishop Ryder	1990-10-21	54/530 624 90/1105
6355	Sir Thomas Rich's	-38-14-56-16-34-1458-12-	58	18	l	B/a	1997-05-07	Gloucester, St Mary-de-Crypt		97/611
6356	Newtown Linford	-38-14-56-16-34-1458-12.34.	58	12	f	BD/a	1996-07-25	Leicester, St Mary de Castro		96/883
6357	Odyssey	-38-14-56-16-34-1458-1234-	58	12	f	BD/a	2001-03-13	Loughborough Bellfoundry		01/348
6358	Harlow	-38-14-56-16-34-1458-34-	58	12	f	B/a	1964-02-29	Harlow Common	1992-01-20	64/179 92/212
6359	Horpit	-38-14-56-16-34-1458-34-	58	18	l	B/a	1999-01-01	Stratton St Margaret		99/119
6360	Hook Norton Manor	-38-14-56-16-34-1458-34.12.	58	12	f	BD/a	1996-08-29	Great Tew		96/1057
6361	Porton	-38-14-56-16-34-3458.12-14.	58	12	f	B/ac	1989-03-11	Weedon Bec		89/323
6362	Radnor	-38-14-56-16-34-38-12-	18	12	c	B/a	1949-11-07	Shirley		49/567 50/32
6363	Kelshall	-38-14-56-16-34-38-12-	18	18	h	B/a	1960-01-16	Knebworth		60/83
6364	Sandringham	-38-14-56-16-34-38-12-	78	12	d	B/a	1936-05-27	Warfield		36/367 371
6365	Oldfaffalott	-38-14-56-16-34-38-1256-	78	12	d	B/a	2002-10-12	Barnet		02/1114
6366	Burley-in-Wharfedale	-38-14-56-16-34-38-34-	78	12	d	B/a	1993-07-17	Warwick, St Nicholas		93/830
6367	St John the Baptist	-38-14-56-16-34-38-34.56.	18	12	e	B/a	2008-01-12	Weston-super-Mare		08/162
6368	Hartlepool	-38-14-56-16-34-38-3456-	18	12	e	B/a	1982-02-12	Heckington		82/217
6369	Fastnet	-38-14-56-16-34-38-3456-	78	12	d	B/a	2004-03-09	Loughborough Bellfoundry		04/297
6370	Regent's Park	-38-14-56-16-34-38-56-	78	12	d	BD/a			2005-03-03	05/286 552
6371	Medbourne	-38-14-56-16-34-38.14-14.	78	12	d	BK/a	1988-08-18	Leicester, St Mary de Castro		88/894
6372	Eckstein	-38-14-56-16-34-38.14.56.14.	78	12	d	B/a	2000-01-31	Fairwarp		00/172
6373	Bratislava-Pressburg	-38-14-56-16-34-38.56-56.	78	12	d	BD/a	2009-11-08	Marston Bigot, Pig-le-Tower		09/1189 10/150
6374	Uxbridge	-38-14-56-16-34-58-14-	58	12	f	B/ac	1936-02-15	Uxbridge, St Andrew	1981-04-05	36/151 81/451
6375	Grestun	-38-14-56-16-34-58-14-	58	18	l	B/ac	1979-10-05	Stratton St Margaret		79/933
6376	Bromford	-38-14-56-16-34-58-56-	18	12	e	B/a	1954-12-30	Birmingham Cathedral		55/50 80
6377	Yapham	-38-14-56-16-34-58.1234-14.	58	12	f	BF/ac	2004-01-13	Loughborough Bellfoundry		04/178
6378	Idle	-38-14-56-16-34-58.14-12.	58	12	f	B/ac	1971-11-20	Epping		71/1078
6379	Urchfont	-38-14-56-16-34-58.14-34.	58	12	f	B/ac	1967-06-03	Urchfont		67/10 441
6380	Ballymena	-38-14-56-16-34-58.36-16.	58	12	b	B/abd	1994-09-23	Royston (Herts)		94/1069
6381	Morfa Mawddach	-38-14-56-16-34.12.3458-14-	58	12	f	BF/ac	2002-12-07	Barmouth		03/101
6382	Pitmaston	-38-14-56-16-34.12.38-16-	58	12	b	BF/a	1972-08-20	Charlton Horethorne		72/884
6383	Fulney	-38-14-56-16-34.12.38-16.34.	58	12	b	BEF/a	1980-07-05	Fulney		80/673
6384	Niflheim	-38-14-56-16-34.12.58.12-14.	58	12	f	BF/ac	2007-11-03	Overton (Hants)		07/1171
6385	Tillingham	-38-14-56-16.34-12.3458-14-	58	12	f	B/ac	1971-07-16	Maldon, All Saints		71/708
6386	Upware	-38-14-56-16.34-12.38-16-	58	12	b	B/a	1976-07-23	Meldreth		76/716
6387	Nomphlab	-38-14-56-16.34-12.38.14.36.12.	38	12	f	BN/af	2000-01-22	Campsall		00/173
6388	Godmanchester	-38-14-56-16.34-12.58.12-14.	58	12	f	B/ac	1972-04-29	Godmanchester		72/419
6389	Almondsbury	-38-14-56-16.34-12.58.34-14.	58	12	f	B/ac	1986-12-20	Almondsbury		87/84
6390	Hecham	-38-14-56-16.34-14.38-12-	18	12	b	B/ac	1998-06-16	Higham Ferrers		98/674
6391	Over	-38-14-56-16.34-14.58-12-	58	12	f	B/ac	1973-02-24	Over (Cambs)		73/292
6392	Brierfield	-38-14-56-16.34-14.58-34-	58	12	f	B/ac	1979-08-26	Westhoughton		79/848
6393	Aintree	-38-14-56-16.34-14.58.12-12.	58	12	f	B/ac	1971-04-03	Cambridge, St Andrew-the-Great		71/492
6394	Seaview	-38-14-56-16.34-14.58.12-34.	58	12	f	B/ac	1997-10-07	Terling		97/1121
6395	Michaelmas	-38-14-56-16.34-14.58.12.34.12.	58	12	f	BD/ac	2007-09-30	Milton		07/1049
6396	Ely	-38-14-56-16.34-14.58.14-14.	58	12	f	B/ac	1971-07-17	Ely		71/725
6397	Bargate	-38-14-56-16.34-14.58.14.36.12.	58	12	a	B/aceZ	1989-11-04	Belper		89/1112
6398	Radwell	-38-14-56-16.34-14.58.34-12.	58	12	f	B/ac	1971-05-22	Norton (Herts)		71/573
6399	Henlow	-38-14-56-16.34-14.58.34-34.	58	12	f	B/ac	1971-04-24	London, St Lawrence Jewry		71/491
6400	Beer	-38-14-56-16.34-34.1258-14-	58	12	f	B/ac	1971-05-30	Anstey (Leics)	1994-12-04	71/707 95/76
6401	Dymchurch	-38-14-56-16.34-34.58.12-14.	58	12	f	B/ac	1973-08-07	Appledore (Kent)		73/778
6402	Longstanton	-38-14-56-16.34-34.58.34-14.	58	12	f	B/ac	1972-06-10	Longstanton		72/539
6403	Helions Bumpstead	-38-14-56-36-12-1258-14-	58	12	f	BDK/a	1990-04-07	Helions Bumpstead		90/258 740
6404	Barking	-38-14-56-36-12-3458-14-	58	12	f	BDK/a	1983-08-06	Barking (Essex)		83/752
6405	Xenobios	-38-14-56-36-12-38-14-	18	12	a	BDF/a	1998-10-12	Wellesbourne	1996-09-23	96/1037 98/1208
6406	Slawston	-38-14-56-36-12-38.14.36.12.	38	12	f	BDIT/a	1999-06-17	Leicester, St Mary de Castro		99/729
6407	Kerry	-38-14-56-36-12-58-16-	58	12	a	BDE/a	1958-10-09	Loughborough Bellfoundry		58/685
6408	Upton St Leonards	-38-14-56-36-12-58.12-14.	58	12	f	BDK/a	1999-06-20	Upton St Leonards		99/677
6409	Lechlade Manor	-38-14-56-36-12-58.34-14.	58	12	f	BDK/a	1997-02-27	Leicester, St Mary de Castro		97/345 575
6410	Isenfluh	-38-14-56-36-1234-58-14-	58	12	f	BKP/a	2008-12-21	Milton		09/130
6411	Exhibition	-38-14-56-36-14-1258-12-	58	12	f	BK/a	1978-12-30	Over (Cambs)		79/78
6412	Stretton	-38-14-56-36-14-1258-1234-	58	12	f	BDK/a	2008-03-29	Quorn		08/442
6413	Wimbish	-38-14-56-36-14-1258-34-	58	12	f	BK/a	1976-07-18	Cambridge, St Andrew-the-Great		76/716
